ID,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
4158,1,August Street,Jay,Taylor,58,Head,Married,male,Analytical chemist,None,Catholic
4159,1,August Street,Lisa,Taylor,50,Wife,Married,Female,Cytogeneticist,None,Catholic
4160,2,August Street,Martin,Moss,61,Head,Single,Male,Educational psychologist,None,None
4161,3,August Street,Mohammad,Buckley,29,Head,Single,Male,Event organiser,None,None
4162,3,August Street,Ashleigh,Walker,30,None,Single,Female,Clinical molecular geneticist,None,None
4163,4,August Street,Melissa,Parsons,21,Head,Married,Female,University Student,None,None
4164,4,August Street,Glen,Parsons,23,Husband,Married,Male,Geophysical data processor,None,None
4165,5,August Street,Jacob,Howe,67,Head,Married,Male,Public house manager,None,Christian
4166,5,August Street,Marie,Howe,64,Wife,Married,Female,"Loss adjuster, chartered",None,Christian
4167,6,August Street,Lynda,Smith,49,Head,Married,Female,Systems developer,None,Christian
4168,6,August Street,Lawrence,Smith,49,Husband,Married,Male,Chartered management accountant,None,Christian
4169,6,August Street,Jack,Smith,15,Son,NA,Male,Student,None,NA
4170,6,August Street,Liam,Smith,12,Son,NA,m,Student,None,NA
4171,6,August Street,Naomi,Watson-Smith,8,Daughter,NA,Female,Student,None,NA
4172,6,August Street,Mandy,Watson-Smith,7,Daughter,NA,Female,Student,None,NA
4173,7,August Street,Judith,Nash,48,Head,Single,Female,Unemployed,None,Catholic
4174,7,August Street,Denis,Robertson,51,Partner,Single,Male,Prison officer,None,None
4175,7,August Street,Sandra,Nash,17,Daughter,NA,Female,Student,None,NA
4176,8,August Street,George,Grant,49,Head,Divorced,Male,Comptroller,None,Catholic
4177,8,August Street,Adrian,Grant,5,Grandson,NA,m,Student,None,NA
4178,9,August Street,Simon,Greenwood,28,Head,Married,Male,Pathologist,None,Catholic
4179,9,August Street,Francesca,Greenwood,29,Wife,Married,Female,"Geneticist, molecular",None,Catholic
4180,10,August Street,Jayne,Wallis,34,Head,Single,Female,Unemployed,None,None
4181,10,August Street,Molly,Wallis,14,Daughter,NA,Female,Student,None,NA
4182,10,August Street,Chloe,NA,11,Daughter,NA,Female,Student,None,NA
4183,10,August Street,Beverley,Wallis,8,Daughter,NA,Female,Student,None,NA
4184,10,August Street,Joan,Wallis,4,Daughter,NA,Female,Child,None,NA
4185,11,August Street,Sylvia,Gray,48,Head,Single,Female,"Civil engineer, consulting",None,Christian
4186,11,August Street,Martin,Gray,21,Son,Single,Male,University Student,None,Christian
4187,11,August Street,Tina,Gray,20,Daughter,Divorced,Female,University Student,None,Christian
4188,11,August Street,Anthony,Gray,16,Son,NA,Male,Student,None,NA
4189,12,August Street,Diana,Mitchell,87,Head,Married,female,"Retired Administrator, education",None,Christian
4190,12,August Street,Lewis,Mitchell,94,Husband,Married,NA,Retired Merchant navy officer,None,Christian
4191,13,August Street,Bethan,Ellis,39,Head,Married,Female,Training and development officer,None,Catholic
4192,13,August Street,Alan,Ellis,43,Husband,Married,Male,"Research officer, trade union",None,Catholic
4193,13,August Street,Justin,Ellis,15,Son,NA,Male,Student,None,NA
4194,14,August Street,Iain,Clarke,18,Head,Single,Male,Student,None,NA
4195,15,August Street,Jacqueline,Perkins,37,Head,Single,Female,"Horticulturist, amenity",None,Christian
4196,15,August Street,Geoffrey,Thompson-Perkins,8,Son,NA,Male,Student,None,NA
4197,16,August Street,Kayleigh,Hammond,41,Head,Married,Female,Academic librarian,None,None
4198,16,August Street,George,Richards,39,Husband,Married,Male,Physiological scientist,None,None
4199,16,August Street,Carolyn,Hammond,15,Daughter,NA,Female,Student,None,NA
4200,17,August Street,Rachael,Gordon,52,Head,Divorced,Female,Actor,None,None
4201,17,August Street,Andrew,Gordon,8,Son,NA,Male,Student,None,NA
4202,18,August Street,Alex,Goddard,24,Head,Married,Male,Farm manager,None,Christian
4203,18,August Street,Danielle,Goddard,22,Wife,Married,Female,University Student,None,Christian
4204,19,August Street,Joyce,Lawson,40,Head,Single,Female,Land/geomatics surveyor,None,Catholic
4205,19,August Street,Helen,Brown,49,Sibling,Single,Female,Biomedical scientist,None,Catholic
4206,19,August Street,Leanne,Mills,40,Lodger,Single,Female,Press photographer,None,Catholic
4207,20,August Street,Neil,Kaur,49,Head,Divorced,Male,"Editor, film/video",None,Methodist
4208,20,August Street,Amy,Sinclair-Kaur,12,Niece,NA,Female,Student,None,NA
4209,21,August Street,Raymond,Brown,25,Head,Single,Male,Soil scientist,None,None
4210,21,August Street,Molly,Baker,19,Partner,Single,Female,Actuary,None,None
4211,22,August Street,Katie,Lewis,43,Head,Single,Female,"Engineer, agricultural",None,Christian
4212,22,August Street,Teresa,Lewis,10,Daughter,NA,Female,Student,None,NA
4213,22,August Street,Martyn,Lewis,7,Son,NA,Male,Student,None,NA
4214,22,August Street,Albert,Lewis,6,Son,NA,Male,Student,None,NA
4215,22,August Street,Sheila,Lewis,6,Daughter,NA,Female,Student,None,NA
4216,23,August Street,Jennifer,Barlow,33,Head,Married,Female,"Engineer, petroleum",None,Methodist
4217,23,August Street,Kevin,Barlow,34,Husband,Married,Male,Furniture designer,None,None
4218,24,August Street,Gemma,Charlton,78,Head,Widowed,Female,"Retired Engineer, aeronautical",None,Methodist
4219,25,August Street,Georgina,Davis,79,Head,Single,Female,"Retired Buyer, industrial",None,Christian
4220,25,August Street,Claire,Davis,39,Daughter,Single,Female,Learning mentor,None,None
4221,26,August Street,Ann,Ferguson,74,Head,Married,F,"Retired Programmer, applications",None,Methodist
4222,26,August Street,Charlie,Ferguson,77,Husband,Married,Male,"Retired Production designer, theatre/television/film",None,None
4223,27,August Street,Alexander,Freeman,34,Head,Married,Male,Armed forces logistics/support/administrative officer,None,Catholic
4224,27,August Street,Heather,Freeman,32,Wife,Married,Female,Interpreter,None,None
4225,28,August Street,Bruce,Clark,72,Head,Divorced,Male,"Retired Psychologist, educational",None,Catholic
4226,29,August Street,Lucy,Turner,98,Head,Married,Female,Retired Environmental consultant,None,Methodist
4227,29,August Street,Gerard,Turner,98,Husband,Married,Male,Retired Hotel manager,None,Methodist
4228,30,August Street,Mandy,Richardson,51,Head,Single,Female,Education administrator,None,Methodist
4229,30,August Street,Abdul,Miller,53,Partner,NA,Male,Theatre director,None,None
4230,30,August Street,Eric,Richardson,28,Son,Single,Male,Science writer,None,Methodist
4231,30,August Street,Allan,Richardson,26,Son,Single,Male,Amenity horticulturist,None,Methodist
4232,30,August Street,Paul,Richardson,2,Son,NA,m,Child,None,NA
4233,31,August Street,Carolyn,Norris,34,Head,Divorced,Female,"Research officer, political party",None,NA
4234,31,August Street,Maurice,Harvey,40,Lodger,Single,Male,Broadcast engineer,None,Catholic
4235,32,August Street,Stanley,Parkin,30,Head,Married,Male,Land,None,Catholic
4236,32,August Street,Charlene,Parkin,28,Wife,Married,Female,Housing manager/officer,None,None
4237,33,August Street,Lindsey,Lord,34,Head,Divorced,Female,Unemployed,None,Sikh
4238,33,August Street,Eleanor,Bird,59,Lodger,Single,Female,Unemployed,None,None
4239,33,August Street,Kate,Freeman,60,Lodger,Divorced,Female,Building surveyor,None,Christian
4240,33,August Street,Paula,Gough,34,Sibling,Single,Female,Unemployed,None,None
4241,33,August Street,Josephine,Barton,44,Sibling,Divorced,Female,Make,None,None
4242,34,August Street,Jemma,Bradley,34,Head,Single,Female,Media buyer,None,None
4243,34,August Street,Mitchell,Bradley-Dean,36,Partner,Single,Male,Special educational needs teacher,None,None
4244,34,August Street,Gerard,Bradley-Dean,4,Son,NA,Male,Child,None,NA
4245,34,August Street,Albert,Bradley-Dean,2,Son,NA,Male,Child,None,NA
4246,34,August Street,Jay,Taylor,49,Lodger,Divorced,Male,Corporate treasurer,None,None
4247,35,August Street,Andrea,Swift,83,Head,Married,Female,"Retired Scientist, water quality",None,Christian
4248,35,August Street,Arthur,Swift,89,Husband,Married,Male,Retired Environmental education officer,None,None
4249,36,August Street,Melanie,Smith,47,Head,Single,Female,"Lecturer, further education",None,None
4250,37,August Street,Amy,Berry,89,Head,Married,Female,"Retired Buyer, retail",None,None
4251,37,August Street,Shaun,Berry,90,Husband,Married,Male,Retired Logistics and distribution manager,None,None
4252,38,August Street,Wendy,Dixon,54,Head,Single,Female,Geophysicist/field seismologist,None,Methodist
4253,38,August Street,Chelsea,Harper,52,None,Single,Female,Television production assistant,Physical Disability,Catholic
4254,39,August Street,Lauren,Griffiths,36,Head,Single,Female,Architect,None,Christian
4255,39,August Street,Kenneth,Jennings,55,Cousin,Single,Male,Bonds trader,None,Christian
4256,40,August Street,Howard,Elliott,63,Head,Single,m,Archaeologist,None,Christian
4257,40,August Street,Caroline,Newton,65,Partner,Single,Female,Estate manager/land agent,None,Christian
4258,41,August Street,Graeme,Evans,87,Head,Married,Male,"Retired Designer, television/film set",None,Christian
4259,41,August Street,Donna,Evans,85,Wife,Married,Female,"Retired Radiographer, diagnostic",None,Christian
4260,42,August Street,Timothy,Cross,36,Head,Single,m,Estate agent,None,None
4261,43,August Street,Jean,Lynch,61,Head,Widowed,Female,"Scientist, forensic",None,Christian
4262,43,August Street,Mitchell,Lynch,36,Son,Divorced,Male,Unemployed,None,Christian
4263,43,August Street,Hazel,Lynch,32,Daughter,Divorced,Female,Minerals surveyor,None,Christian
4264,43,August Street,Sally,Lynch,31,Daughter,Single,Female,Community arts worker,None,None
4265,44,August Street,Georgina,Williams,57,Head,Married,Female,Fast food restaurant manager,None,Christian
4266,44,August Street,Simon,Williams,59,Husband,Married,Male,Garment/textile technologist,None,Christian
4267,45,August Street,Kimberley,Jones,84,Head,Married,Female,Retired Archivist,None,None
4268,45,August Street,Mohamed,Jones,84,Husband,Married,Male,Retired Information systems manager,None,None
4269,46,August Street,Tina,Harris,35,Head,Married,Female,"Designer, exhibition/display",None,None
4270,46,August Street,Gregory,Harris,37,Husband,Married,Male,"Engineer, maintenance (IT)",None,None
4271,47,August Street,Suzanne,Murray,26,Head,Single,Female,Unemployed,None,Christian
4272,47,August Street,Ben,Welch,39,Lodger,Single,Male,Furniture conservator/restorer,None,None
4273,47,August Street,Stephen,Johnson,59,Cousin,Single,Male,Accommodation manager,None,None
4274,47,August Street,Sandra,Brown,62,Lodger,Divorced,Female,Economist,None,Christian
4275,48,August Street,Georgia,Phillips,36,Head,Married,Female,"Engineer, mining",None,Methodist
4276,48,August Street,Daniel,Phillips,36,Husband,Married,Male,Financial planner,None,None
4277,49,August Street,Max,Edwards,55,Head,Single,Male,Control and instrumentation engineer,None,Christian
4278,1,Manorburn Lane,Danielle,Williams,71,Head,Married,Female,"Retired Engineer, land",None,Christian
4279,1,Manorburn Lane,Glenn,Williams,73,Husband,Married,Male,Retired Chief Operating Officer,None,None
4280,2,Manorburn Lane,Marian,Richards,45,Head,Single,Female,Personnel officer,None,Catholic
4281,2,Manorburn Lane,Antony,Hill,45,Partner,Single,Male,Leisure centre manager,None,Catholic
4282,2,Manorburn Lane,Kate,Richards,13,Daughter,NA,f,Student,None,NA
4283,3,Manorburn Lane,Rebecca,Bibi,31,Head,Single,Female,"Librarian, academic",None,Muslim
4284,3,Manorburn Lane,Sylvia,Bibi,9,Daughter,NA,Female,Student,None,NA
4285,4,Manorburn Lane,Molly,Young,51,Head,Single,Female,Trade union research officer,None,Catholic
4286,4,Manorburn Lane,Arthur,Taylor,56,Partner,Single,Male,Product designer,None,Catholic
4287,5,Manorburn Lane,Bethany,Daniels,28,Head,Single,Female,"Engineer, maintenance (IT)",None,Muslim
4288,6,Manorburn Lane,Josh,Warner,18,Head,Single,Male,Student,None,NA
4289,7,Manorburn Lane,Nicole,Roberts,53,Head,Single,Female,Manufacturing engineer,None,None
4290,8,Manorburn Lane,Geoffrey,Ahmed,18,Head,Divorced,Male,Student,None,NA
4291,9,Manorburn Lane,Lydia,Barlow,59,Head,Married,Female,Warden/ranger,None,Christian
4292,9,Manorburn Lane,Craig,Barlow,60,Husband,Married,Male,Museum/gallery conservator,None,Christian
4293,10,Manorburn Lane,Natasha,Archer,58,Head,Single,Female,"Geologist, wellsite",None,Christian
4294,11,Manorburn Lane,Leonard,Chamberlain,59,Head,Single,Male,Chief Financial Officer,None,Christian
4295,12,Manorburn Lane,Kimberley,Russell,84,Head,Divorced,Female,Retired Media buyer,None,Catholic
4296,13,Manorburn Lane,Alan,Crawford,74,Head,Divorced,Male,"Retired Engineer, manufacturing systems",None,None
4297,14,Manorburn Lane,Hilary,Bates,57,Head,Divorced,Female,Child psychotherapist,None,Catholic
4298,15,Manorburn Lane,Luke,Martin,29,NA,Single,Male,Radio producer,None,Methodist
4299,16,Manorburn Lane,Tracy,Johnson,24,Head,Single,Female,Insurance risk surveyor,None,None
4300,16,Manorburn Lane,Craig,Johnson,0,Son,NA,Male,Child,None,NA
4301,17,Manorburn Lane,Abigail,West,34,Head,Single,Female,"Engineer, water",None,Catholic
4302,18,Manorburn Lane,Sophie,Allen,53,Head,Married,Female,Office manager,None,Catholic
4303,18,Manorburn Lane,Colin,Allen,53,Husband,Married,Male,Proofreader,None,Catholic
4304,18,Manorburn Lane,Vanessa,Allen,14,Daughter,NA,Female,Student,None,NA
4305,1,Ouse Island,Lawrence,White,67,Head,Married,Male,Geophysical data processor,None,Catholic
4306,1,Ouse Island,Katie,White,65,Wife,Married,Female,"Teacher, primary school",None,Catholic
4307,2,Ouse Island,Rachael,Bennett,36,Head,Single,Female,Applications developer,None,Catholic
4308,2,Ouse Island,NA,Kirk,39,None,Single,Male,Chiropractor,None,Christian
4309,3,Ouse Island,Sian,Bond,43,Head,Married,Female,Medical sales representative,None,Methodist
4310,3,Ouse Island,Edward,Bond,43,Husband,Married,Male,Cartographer,None,None
4311,3,Ouse Island,Melissa,Bond,9,Daughter,NA,Female,Student,None,NA
4312,4,Ouse Island,Gemma,Knowles,44,Head,Single,Female,Armed forces logistics/support/administrative officer,None,Christian
4313,4,Ouse Island,Billy,Giles,48,Partner,Single,Male,Teaching laboratory technician,None,Christian
4314,5,Ouse Island,Christian,Bentley,26,Head,Single,Male,"Teacher, early years/pre",None,None
4315,5,Ouse Island,Zoe,Murphy,28,None,Single,Female,General practice doctor,None,None
4316,6,Ouse Island,Maria,O'Neill,47,Head,Divorced,Female,NA,None,Christian
4317,1,Zigzag Street,Wendy,Cooper,46,Head,Single,Female,Unemployed,None,Methodist
4318,1,Zigzag Street,James,Cooper,14,Son,NA,Male,Student,None,NA
4319,1,Zigzag Street,Iain,Cooper,11,Son,NA,Male,Student,None,NA
4320,2,Zigzag Street,Wendy,Roberts,24,Head,Divorced,Female,"Designer, textile",None,Christian
4321,3,Zigzag Street,Abigail,James,55,Head,Married,Female,Agricultural consultant,None,None
4322,3,Zigzag Street,Raymond,James,57,Husband,Married,Male,IT sales professional,None,None
4323,3,Zigzag Street,Amy,James,17,Daughter,NA,Female,Student,None,NA
4324,4,Zigzag Street,Jayne,O'Brien,58,Head,NA,Female,Furniture conservator/restorer,None,Christian
4325,4,Zigzag Street,Donald,O'Brien,60,Husband,Married,Male,Multimedia specialist,None,Christian
4326,4,Zigzag Street,Pamela,O'Brien,17,Daughter,NA,Female,Student,None,NA
4327,5,Zigzag Street,Maurice,Miller,54,Head,Single,Male,Sports coach,None,Christian
4328,5,Zigzag Street,Martyn,Thomas-Miller,19,Son,Single,Male,University Student,None,Christian
4329,5,Zigzag Street,Carl,Thomas-Miller,16,Son,NA,Male,Student,None,NA
4330,5,Zigzag Street,Alex,Thomas-Miller,13,Son,NA,Male,Student,None,NA
4331,6,Zigzag Street,Lindsey,Taylor,50,Head,Married,Female,Product manager,None,Christian
4332,6,Zigzag Street,Benjamin,Taylor,51,Husband,Married,Male,Emergency planning/management officer,None,Christian
4333,6,Zigzag Street,Karen,James-Taylor,16,Daughter,NA,Female,Student,None,NA
4334,7,Zigzag Street,Danny,Burns,26,Head,Married,Male,Speech and language therapist,None,Christian
4335,7,Zigzag Street,Josephine,Burns,26,Wife,Married,Female,Trade mark attorney,None,Christian
4336,8,Zigzag Street,Jane,Stokes,43,Head,Single,Female,Planning and development surveyor,None,Catholic
4337,8,Zigzag Street,Henry,Lewis,49,Partner,Single,Male,Diplomatic Services operational officer,None,Catholic
4338,8,Zigzag Street,Michelle,Stokes,8,Daughter,NA,Female,Student,None,NA
4339,8,Zigzag Street,Christine,Stokes,8,Daughter,NA,Female,Student,None,NA
4340,8,Zigzag Street,Connor,Stokes,2,Son,NA,Male,Child,None,NA
4341,8,Zigzag Street,Bethan,Mason,0,Daughter,NA,Female,Child,None,NA
4342,8,Zigzag Street,Lorraine,Iqbal,60,Lodger,Single,Female,Forest/woodland manager,None,None
4343,9,Zigzag Street,Katy,Wilkins,59,Head,Married,Female,"Engineer, broadcasting (operations)",None,None
4344,9,Zigzag Street,Leon,Wilkins,60,NA,Married,Male,Barista,None,None
4345,9,Zigzag Street,Lewis,Wilkins,35,Son,Divorced,Male,"Designer, graphic",None,None
4346,10,Zigzag Street,Rebecca,Stokes,36,Head,Single,Female,"Engineer, production",None,None
4347,10,Zigzag Street,Julian,Dixon,39,Partner,Single,Male,Paramedic,None,None
4348,10,Zigzag Street,Derek,Stokes,6,Son,NA,Male,Student,None,NA
4349,10,Zigzag Street,John,Stokes,2,Son,NA,Male,Child,None,NA
4350,10,Zigzag Street,Chloe,McLean,54,Lodger,Single,Female,Ergonomist,None,Christian
4351,11,Zigzag Street,Stephanie,Jones,29,Head,Single,Female,Unemployed,None,None
4352,11,Zigzag Street,Jodie,Jones,3,Daughter,NA,Female,Child,None,NA
4353,11,Zigzag Street,Gordon,Jones,2,Son,NA,Male,Child,None,NA
4354,12,Zigzag Street,Tracy,Burgess,57,Head,Married,Female,Professor Emeritus,None,Christian
4355,12,Zigzag Street,Patrick,Burgess,60,Husband,Married,Male,Accounting technician,None,None
4356,12,Zigzag Street,Steven,Burgess,16,Son,NA,Male,Student,None,NA
4357,13,Zigzag Street,Jacqueline,Spencer,58,Head,Single,Female,Economist,None,Christian
4358,13,Zigzag Street,Natasha,Spencer,13,Daughter,NA,Female,Student,None,NA
4359,13,Zigzag Street,Benjamin,Spencer,13,Son,NA,Male,Student,None,NA
4360,14,Zigzag Street,Tracy,NA,75,Head,Married,Female,Retired Magazine journalist,None,Christian
4361,14,Zigzag Street,Lawrence,Ellis,75,Husband,Married,Male,"Retired Engineer, mining",None,Christian
4362,14,Zigzag Street,Amber,Lewis,13,Granddaughter,NA,Female,Student,None,NA
4363,14,Zigzag Street,June,Armstrong,12,Granddaughter,NA,Female,Student,None,NA
4364,15,Zigzag Street,Chloe,Holloway,45,Head,Married,Female,Emergency planning/management officer,None,Sikh
4365,15,Zigzag Street,Jonathan,Holloway,48,Husband,Married,Male,Medical physicist,None,Sikh
4366,15,Zigzag Street,Grace,Holloway,45,Cousin,Single,Female,Video editor,None,Sikh
4367,16,Zigzag Street,Amber,Allen,66,Head,Married,Female,Civil Service administrator,None,Christian
4368,16,Zigzag Street,Peter,Allen,68,Husband,Married,Male,Retired Graphic designer,None,None
